en_ente;en_nombre;en_subtipo;en_filial;en_oficina;en_ced_ruc;en_fecha_crea;en_fecha_mod;en_imagen;en_direccion;en_referencia;en_casilla;en_casilla_def;en_tipo_dp;en_balance;en_grupo;en_pais;en_oficial;en_actividad;en_retencion;en_mala_referencia;en_comentario;en_cont_malas;en_nomlar;en_patrimonio_tec;en_vinculacion;en_tipo_vinculacion;c_posicion;c_tipo_compania;c_rep_legal;c_activo;c_pasivo;c_es_grupo;c_capital_social;c_reserva_legal;c_fecha_const;c_nombre_completo;c_plazo;c_estatutos;c_direccion_domicilio;c_fecha_inscrp;c_objeto_social;c_fecha_aum_capital;c_rep_jud;c_rep_ex_jud;c_notaria;c_capital_inicial;c_num_acciones;c_cap_pagado;p_c_apellido;p_nit;p_carne_electoral;p_licencia;en_reg_fiscal;en_giro;p_dir;p_din;en_calificacion;c_tamano;s_tipo_soc_hecho;p_p_apellido;p_s_apellido;p_sexo;p_fecha_nac;p_profesion;p_pasaporte;p_estado_civil;p_num_cargas;p_nivel_ing;p_nivel_egr;p_tipo_persona;p_personal;p_propiedad;p_trabajo;p_soc_hecho;p_fecha_ingreso;p_fecha_expira;en_categoria;en_serv_adic;en_comen_adic;en_nombre_largo;en_usuario_crea;en_usuario_mod;en_oficina_mod;en_paga_iva;p_fecha_emision_cedula;p_fecha_expiracion_cedula;p_dependientes;p_oficio;en_domiciliado;c_folio;c_libro;p_carnet_res;p_carnet_min;p_partida_nac;p_fecha_emision_dui;p_fecha_vencimiento_dui;en_banca;p_emp_banc;p_representado;en_coment_act;en_fecha_act;en_nombre2;en_pais_nac;en_rango_ingresos;en_nombre1;en_tipo_segmento;en_segmento_negocio;en_afiliate_code;en_std_industry_code;en_glb_finance_cid;en_pais_residencia;en_base_number;en_ciudad_nac;en_perfil;;;;;;;;;
78525819;NOMBRE_78525819;P;1;238;IDENTIFCR_78525819;Aug 19 2005 12;12:00:00 AM;Jun 7 2018 12;12:00:00 AM;;2;;;;;;;1;19;1600;S;N;COMENTARIO_78525819;0;NOMLAR_78525819;;;;;4;;;;;;;;COMCOMP_78525819;;;;;;;;;;;;;;IDENTIFN_78525819;;;;105;;IDENTIFD_78525819;N;;;APELLIDOP_78525819;APELLIDOS_78525819;M;Feb 12 1936 12;12:00:00 AM;314;;C;;;;PA;2;;1;;;Sep 9 2019 12;12:00:00 AM;A;;;NOMBRELAR_78525819;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78525819;;I;;92;9221;;;0;1;0;;N;;;;;
78525827;NOMBRE_78525827;P;1;122;IDENTIFCR_78525827;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78525827;;NOMLAR_78525827;;;;N;4;;;;;;;;COMCOMP_78525827;;;;;;;;;;;;;;IDENTIFN_78525827;;;;105;;IDENTIFD_78525827;N;;;APELLIDOP_78525827;APELLIDOS_78525827;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525827;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525827;;A;;92;9299;;;0;1;0;;N;;;;;
78525835;NOMBRE_78525835;P;1;122;IDENTIFCR_78525835;Feb 26 2012 12;12:00:00 AM;Jun 28 2018 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78525835;;NOMLAR_78525835;;;;N;4;;;;;;;;COMCOMP_78525835;;;;;;;;;;;;;;IDENTIFN_78525835;;;;105;;IDENTIFD_78525835;N;;;APELLIDOP_78525835;;F;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525835;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525835;;A;;92;9299;;;0;1;0;;N;;;;;
78525843;NOMBRE_78525843;P;1;122;IDENTIFCR_78525843;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78525843;;NOMLAR_78525843;;;;N;4;;;;;;;;COMCOMP_78525843;;;;;;;;;;;;;;IDENTIFN_78525843;;;;105;;IDENTIFD_78525843;N;;;APELLIDOP_78525843;APELLIDOS_78525843;F;Dec 4 1972 12;12:00:00 AM;0;;C;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525843;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525843;;A;;92;9299;;;0;1;0;;N;;;;;
78525851;NOMBRE_78525851;P;1;122;IDENTIFCR_78525851;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78525851;;NOMLAR_78525851;;;;N;4;;;;;;;;COMCOMP_78525851;;;;;;;;;;;;;;IDENTIFN_78525851;;;;105;;IDENTIFD_78525851;N;;;APELLIDOP_78525851;;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525851;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525851;;A;;92;9299;;;0;1;0;;N;;;;;
78525860;NOMBRE_78525860;P;1;122;IDENTIFCR_78525860;Nov 12 2012 12;12:00:00 AM;Aug 2 2014 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78525860;0;NOMLAR_78525860;;;;;4;;;;;;;;COMCOMP_78525860;;;;;;;;;;;;;APELLIDOC_78525860;IDENTIFN_78525860;;;;105;;IDENTIFD_78525860;N;;;APELLIDOP_78525860;APELLIDOS_78525860;M;Sep 13 1977 12;12:00:00 AM;0;;C;;;;PA;;;;;;;A;;;NOMBRELAR_78525860;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78525860;;;;92;9299;;;0;1;0;;N;;;;;;
78525878;NOMBRE_78525878;P;1;122;IDENTIFCR_78525878;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78525878;;NOMLAR_78525878;;;;N;4;;;;;;;;COMCOMP_78525878;;;;;;;;;;;;;;IDENTIFN_78525878;;;;105;;IDENTIFD_78525878;N;;;APELLIDOP_78525878;APELLIDOS_78525878;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525878;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525878;;A;;92;9299;;;0;1;0;;N;;;;;
78525886;NOMBRE_78525886;P;1;122;IDENTIFCR_78525886;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78525886;;NOMLAR_78525886;;;;N;4;;;;;;;;COMCOMP_78525886;;;;;;;;;;;;;;IDENTIFN_78525886;;;;105;;IDENTIFD_78525886;N;;;APELLIDOP_78525886;APELLIDOS_78525886;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525886;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525886;;A;;92;9299;;;0;1;0;;N;;;;;
78525894;NOMBRE_78525894;P;1;122;IDENTIFCR_78525894;Feb 7 2013 12;12:00:00 AM;Oct 29 2019  9;45AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78525894;0;NOMLAR_78525894;;;;;4;;;;;;;;COMCOMP_78525894;;;;;;;;;;;;;APELLIDOC_78525894;IDENTIFN_78525894;;;;105;;IDENTIFD_78525894;N;;;APELLIDOP_78525894;;M;May 25 1978 12;12:00:00 AM;0;;C;;;;PA;;;;;;;A;;;NOMBRELAR_78525894;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78525894;;;;92;9204;;;0;1;0;;N;;;;;;
78525908;NOMBRE_78525908;P;1;122;IDENTIFCR_78525908;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78525908;;NOMLAR_78525908;;;;N;4;;;;;;;;COMCOMP_78525908;;;;;;;;;;;;;;IDENTIFN_78525908;;;0;105;;IDENTIFD_78525908;N;;;APELLIDOP_78525908;APELLIDOS_78525908;M;Apr 11 1985 12;12:00:00 AM;100;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78525908;;sc06763;132;S;;;0;;S;;;;;;;;OTR;;;;Feb 15 2017  1;53PM;NOMBRE2_78525908;1;A;;92;9299;;;0;1;0;;N;;;;;
78525916;NOMBRE_78525916;P;1;202;IDENTIFCR_78525916;Nov 12 2021 12;12:00:00 AM;Nov 12 2021 12;12:00:00 AM;;1;0;0;;;0;;1;0;0;N;N;COMENTARIO_78525916;0;NOMLAR_78525916;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78525916;;;;;;IDENTIFD_78525916;;;;APELLIDOP_78525916;APELLIDOS_78525916;F;Nov 29 1996 12;12:00:00 AM;;;S;;;;PA;0;0;0;0;;;A;;;NOMBRELAR_78525916;ni934686;;;S;;;;;N;;;;;;Jan 14 2016 12;12:00:00 AM;Jan 14 2026 12;12:00:00 AM;;;; ;;NOMBRE2_78525916;;;NOMBRE1_78525916;92;9299;;;0;1;0;;N;;;;
78525924;NOMBRE_78525924;P;1;174;IDENTIFCR_78525924;Apr 25 1997 12;12:00:00 AM;Jul 18 2024  3;58PM;;4;;;;;;;22;18;1000;S;N;COMENTARIO_78525924;0;NOMLAR_78525924;;;;;4;;;;;;;;COMCOMP_78525924;;;;;;;;;;;;;;IDENTIFN_78525924;;;0;75;;IDENTIFD_78525924;N;;;APELLIDOP_78525924;APELLIDOS_78525924;M;Jun 8 1962 12;12:00:00 AM;942;;C;;;;PA;3;;1;;;;A;;ES APODERADO LEGAL Y FIRMANTE, BF  DE INVERSIONES CABALLERO S.A.;NOMBRELAR_78525924;sa;ni935235;132;N;;;4;;N;;;;;;;;OTR;;;;Jul 18 2024  3;58PM;NOMBRE2_78525924;22;F;NOMBRE1_78525924;92;9204;;;0;1;0;1989;N;;;;;
78525932;NOMBRE_78525932;P;1;122;IDENTIFCR_78525932;Feb 26 2012 12;12:00:00 AM;Aug 2 2021  2;38PM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78525932;;NOMLAR_78525932;;;;N;4;;;;;;;;COMCOMP_78525932;;;;;;;;;;;;;;IDENTIFN_78525932;;;;105;;IDENTIFD_78525932;N;;;APELLIDOP_78525932;APELLIDOS_78525932;M;Dec 10 1936 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525932;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525932;;D;;92;9204;;;0;1;0;;N;;;;;
78525940;NOMBRE_78525940;P;1;122;IDENTIFCR_78525940;Jul 8 2014 12;12:00:00 AM;Sep 7 2014 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78525940;0;NOMLAR_78525940;;;;;4;;;;;;;;COMCOMP_78525940;;;;;;;;;;;;;APELLIDOC_78525940;IDENTIFN_78525940;;;;105;;IDENTIFD_78525940;N;;;APELLIDOP_78525940;APELLIDOS_78525940;F;Mar 3 1972 12;12:00:00 AM;0;;C;;;;PA;;;;;;;A;;;NOMBRELAR_78525940;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78525940;;;;92;9299;;;0;1;0;;N;;;;;;
78525959;NOMBRE_78525959;P;1;122;IDENTIFCR_78525959;Feb 2 2016 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78525959;0;NOMLAR_78525959;;;;;4;;;;;;;;COMCOMP_78525959;;;;;;;;;;;;;APELLIDOC_78525959;IDENTIFN_78525959;;;;105;;IDENTIFD_78525959;N;;;APELLIDOP_78525959;;F;Aug 21 1974 12;12:00:00 AM;0;;C;;;;PA;;;1;;;;A;;;NOMBRELAR_78525959;sa;;;S;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525959;;;;92;9299;;;0;1;0;;N;;;;;;
78525967;NOMBRE_78525967;P;1;122;IDENTIFCR_78525967;Feb 26 2012 12;12:00:00 AM;Sep 7 2017 12;12:00:00 AM;;2;;;;;;;1;1;0;S;N;COMENTARIO_78525967;;NOMLAR_78525967;;;;N;4;;;;;;;;COMCOMP_78525967;;;;;;;;;;;;;;IDENTIFN_78525967;;;0;105;;IDENTIFD_78525967;N;;;APELLIDOP_78525967;APELLIDOS_78525967;M;Nov 13 1961 12;12:00:00 AM;0;;S;;;;PA;;;1;;;;A;;;NOMBRELAR_78525967;;op17143;132;S;;;0;;S;;;;;;;;OTR;;;;Sep 6 2017  3;13PM;NOMBRE2_78525967;1;B;;92;9299;;;0;1;0;;N;;;;;
78525975;NOMBRE_78525975;P;1;122;IDENTIFCR_78525975;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78525975;;NOMLAR_78525975;;;;N;4;;;;;;;;COMCOMP_78525975;;;;;;;;;;;;;;IDENTIFN_78525975;;;;105;;IDENTIFD_78525975;N;;;APELLIDOP_78525975;APELLIDOS_78525975;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78525975;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78525975;;A;;92;9299;;;0;1;0;;N;;;;;
78525983;NOMBRE_78525983;P;1;238;IDENTIFCR_78525983;Aug 28 2000 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;2;;;;;;;1;19;1600;S;N;COMENTARIO_78525983;0;NOMLAR_78525983;;;;;4;;;;;;;;COMCOMP_78525983;;;;;;;;;;;;;;IDENTIFN_78525983;;;;105;;IDENTIFD_78525983;N;;;APELLIDOP_78525983;APELLIDOS_78525983;F;Dec 7 1965 12;12:00:00 AM;101;;C;;;;PA;3;;1;;;Apr 27 2010 12;12:00:00 AM;A;;;NOMBRELAR_78525983;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78525983;;I;;92;9204;;;0;1;0;;N;;;;;
78525991;NOMBRE_78525991;P;1;174;IDENTIFCR_78525991;Dec 16 2022 12;12:00:00 AM;Dec 16 2022 10;02:00:00 AM;;1;0;0;;;0;;11;0;1000;S;N;COMENTARIO_78525991;0;NOMLAR_78525991;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78525991;;;;;;IDENTIFD_78525991;;;;APELLIDOP_78525991;;F;Nov 11 1993 12;12:00:00 AM;1000;AR056609;S;;;;PA;0;0;0;0;Mar 4 2022 12;12:00:00 AM;Mar 4 2023 12;12:00:00 AM;A;;;NOMBRELAR_78525991;ni935052;ni935052;174;S;;;;;N;;;;;;;;;;; ;Dec 16 2022 10;02:00:00 AM;;11;;NOMBRE1_78525991;92;9299;;;0;1;0;;N;;;
78526009;NOMBRE_78526009;P;1;122;IDENTIFCR_78526009;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1100;S;N;COMENTARIO_78526009;;NOMLAR_78526009;;;;N;4;;;;;;;;COMCOMP_78526009;;;;;;;;;;;;;;IDENTIFN_78526009;;;;105;;IDENTIFD_78526009;N;;;APELLIDOP_78526009;APELLIDOS_78526009;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78526009;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78526009;;A;;92;9299;;;0;1;0;;N;;;;;
78526017;NOMBRE_78526017;P;1;122;IDENTIFCR_78526017;Feb 26 2012 12;12:00:00 AM;Jun 23 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78526017;;NOMLAR_78526017;;;;N;4;;;;;;;;COMCOMP_78526017;;;;;;;;;;;;;;IDENTIFN_78526017;;;;105;;IDENTIFD_78526017;N;;;APELLIDOP_78526017;;M;Jan 1 1900 12;12:00:00 AM;0;;C;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78526017;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78526017;;A;;92;9299;;;0;1;0;;N;;;;;
78526025;NOMBRE_78526025Ñ;C;1;192;IDENTIFCR_78526025;Jan 18 2024 12;12:00:00 AM;Apr 16 2024  4;19PM;;1;1;0;;;0;;1;0;2300;S;N;COMENTARIO_78526025;0;NOMLAR_78526025;;;;MB;3;78242140;;;N;30000;37726;Feb 10 2022 12;12:00:00 AM;COMCOMP_78526025;99;;1;Jul 14 2022 12;12:00:00 AM;;;;;;;0;0;Ñ;IDENTIFN_78526025;;;0;105;;IDENTIFD_78526025;;B&P;;Ñ;Ñ;;;;;;;;;;;;;;;;A;;EXP. CORRECTO;NOMBRELAR_78526025Ñ;ni934858;ni935235;132;S;;;;;S;NA;NA;;;;;;OTR;;;;Apr 16 2024  4;19PM;;;;;91;9237;0;0;1;1;0;;N;;;;
78526033;NOMBRE_78526033;C;1;132;IDENTIFCR_78526033;Dec 2 2019 12;12:00:00 AM;Dec 2 2019 12;12:00:00 AM;;1;0;0;;;0;;29;0;0;S;N;COMENTARIO_78526033;0;NOMLAR_78526033;;;;MB;3;76998230;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78526033;;;;;;IDENTIFD_78526033;;COM;;;;;;;;;;;;;;;;;;;A;;;NOMBRELAR_78526033;ef97597;;;S;;;;;S;;;;;;;;;;;;;;;;;92;9299;;;0;1;0;;N;;;;;;;
78526041;NOMBRE_78526041;P;1;122;IDENTIFCR_78526041;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78526041;;NOMLAR_78526041;;;;N;4;;;;;;;;COMCOMP_78526041;;;;;;;;;;;;;;IDENTIFN_78526041;;;;105;;IDENTIFD_78526041;N;;;APELLIDOP_78526041;APELLIDOS_78526041;M;Jan 1 1900 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78526041;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78526041;;A;NOMBRE1_78526041;92;9299;;;0;1;0;;N;;;;;
78526050;NOMBRE_78526050;P;1;122;IDENTIFCR_78526050;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78526050;;NOMLAR_78526050;;;;N;4;;;;;;;;COMCOMP_78526050;;;;;;;;;;;;;;IDENTIFN_78526050;;;;105;;IDENTIFD_78526050;N;;;APELLIDOP_78526050;APELLIDOS_78526050;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78526050;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78526050;;A;NOMBRE1_78526050;92;9299;;;0;1;0;;N;;;;;
78526068;NOMBRE_78526068;P;1;122;IDENTIFCR_78526068;Feb 26 2012 12;12:00:00 AM;Mar 29 2012 12;12:00:00 AM;;1;;;;;;;1;1;1000;S;N;COMENTARIO_78526068;;NOMLAR_78526068;;;;N;4;;;;;;;;COMCOMP_78526068;;;;;;;;;;;;;;IDENTIFN_78526068;;;;105;;IDENTIFD_78526068;N;;;APELLIDOP_78526068;;M;Jan 1 1901 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78526068;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78526068;;A;NOMBRE1_78526068;92;9299;;;0;1;0;;N;;;;;
78526076;NOMBRE_78526076;C;1;180;IDENTIFCR_78526076;Jan 1 1900 12;12:00:00 AM;Jan 14 2014  9;38AM;;1;;;;;;;1;23;1900;S;N;COMENTARIO_78526076;0;NOMLAR_78526076;;;;N;4;;0;0;;;0;Jan 1 1900 12;12:00:00 AM;COMCOMP_78526076;;;;;;;;;;;;;;IDENTIFN_78526076;;;;61;;IDENTIFD_78526076;;;;;;;;;;;;;;;;;;;;;A;;;NOMBRELAR_78526076;sa;;;N;;;;;S;11111;;;;;;;OTR;;;;;;;;;92;9299;;;0;1;0;;N;;;;;;
78526084;NOMBRE_78526084;P;1;122;IDENTIFCR_78526084;Feb 26 2012 12;12:00:00 AM;Jun 28 2018 12;12:00:00 AM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78526084;;NOMLAR_78526084;;;;N;4;;;;;;;;COMCOMP_78526084;;;;;;;;;;;;;;IDENTIFN_78526084;;;;105;;IDENTIFD_78526084;N;;;APELLIDOP_78526084;;M;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78526084;;;;;;;0;;;;;;;;;;OTR;;;;;;;A;NOMBRE1_78526084;92;9299;;;0;1;0;;N;;;;;
78526092;NOMBRE_78526092;P;1;122;IDENTIFCR_78526092;Feb 26 2012 12;12:00:00 AM;Dec 14 2016  2;22PM;;1;;;;;;;1;1;1900;S;N;COMENTARIO_78526092;;NOMLAR_78526092;;;;N;4;;;;;;;;COMCOMP_78526092;;;;;;;;;;;;;;IDENTIFN_78526092;;;;105;;IDENTIFD_78526092;N;;;APELLIDOP_78526092;;F;Jan 1 1900 12;12:00:00 AM;0;;S;;;;PA;;;;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78526092;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78526092;;A;NOMBRE1_78526092;92;9299;;;0;1;0;;N;;;;;
78526106;NOMBRE_78526106;C;1;172;IDENTIFCR_78526106;Aug 8 2016 12;12:00:00 AM;Feb 5 2021  5;35PM;;1;1;0;;;0;;1;107;2200;S;N;COMENTARIO_78526106;0;NOMLAR_78526106;;;;MB;3;1130558;;;N;100000;214286;Aug 3 2013 12;12:00:00 AM;COMCOMP_78526106;99;;1;Oct 24 2013 12;12:00:00 AM;;;;;;;100;1000;;IDENTIFN_78526106;;;0;53;;IDENTIFD_78526106;;PYME;;;;;;;;;;;;;;;;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78526106;mw66733;sc06763;132;S;;;;;S;1244-B5;2;;;;;;OTR;;;;Jul 16 2018  9;32AM;;;;;91;9237;0;0;1;1;0;;N;;;;
78526114;NOMBRE_78526114;C;1;132;IDENTIFCR_78526114;Sep 4 2018 12;12:00:00 AM;Nov 8 2018  8;32AM;;1;0;0;;;0;;1;0;0;S;N;COMENTARIO_78526114;0;NOMLAR_78526114;;;;MB;3;799668;;;N;;12314;;;;;;;;;;;;;;;;IDENTIFN_78526114;;;0;0;;IDENTIFD_78526114;;COM;;;;;;;;;;;;;;;;;;;A;;66&&&&;NOMBRELAR_78526114;lm48521;sc06763;132;S;;;;;S;;;;;;;;OTR;;;;Nov 8 2018  8;32AM;;;;;92;9299;;;0;1;0;;N;;;;;;
78526122;NOMBRE_78526122;C;1;172;IDENTIFCR_78526122;Aug 17 2017 12;12:00:00 AM;May 10 2018  3;34PM;;1;1;0;;;0;;1;22;2400;S;N;COMENTARIO_78526122;0;NOMLAR_78526122;;;;MB;3;77337431;;;N;30000;420000;Mar 30 2017 12;12:00:00 AM;COMCOMP_78526122;99;;1;Apr 4 2017 12;12:00:00 AM;;;;;;;100;300;;IDENTIFN_78526122;;;0;82;;IDENTIFD_78526122;;PYME;;;;;;;;;;;;;;;;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78526122;ah53081;op17143;132;S;;;;;S;0;0;;;;;;PEP;;;;Sep 22 2017  8;30AM;;;;;91;9237;0;0;1;1;0;;N;;;;
78526130;NOMBRE_78526130;P;1;122;IDENTIFCR_78526130;Oct 12 2023 12;12:00:00 AM;Oct 12 2023 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78526130;0;NOMLAR_78526130;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78526130;IDENTIFN_78526130;;;;105;;IDENTIFD_78526130;N;;;APELLIDOP_78526130;APELLIDOS_78526130;F;Nov 20 2001 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78526130;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78526130;;;NOMBRE1_78526130;92;9299;;;0;1;0;;N;;;;;;
78526149;NOMBRE_78526149;P;1;178;IDENTIFCR_78526149;Oct 5 2022 12;12:00:00 AM;Oct 18 2022 12;53PM;;2;0;0;;;0;;1;23;1000;S;N;COMENTARIO_78526149;;NOMLAR_78526149;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78526149;;;0;82;;IDENTIFD_78526149;N;B&P;;APELLIDOP_78526149;APELLIDOS_78526149;M;Feb 12 1991 12;12:00:00 AM;2323;;S;;;;PA;1;0;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78526149;ni934573;pr00030;132;S;;;0;;S;;;;;;;;OTR;;;;Oct 18 2022 12;53PM;;1;C;NOMBRE1_78526149;92;2444;;;0;1;0;1003;N;;;;;
78526157;NOMBRE_78526157;P;1;172;IDENTIFCR_78526157;Nov 21 2003 12;12:00:00 AM;Jan 31 2023  8;47AM;;2;;;;;;;1;18;1500;S;N;COMENTARIO_78526157;0;NOMLAR_78526157;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78526157;;;0;54;;IDENTIFD_78526157;N;B&P;;APELLIDOP_78526157;APELLIDOS_78526157;M;Jul 5 1966 12;12:00:00 AM;1100;;S;;;;PA;2;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78526157;sa;sc06763;132;N;Dec 4 2014 12;12:00:00 AM;Dec 4 2024 12;12:00:00 AM;1;;S;;;;;;;;OTR;;;;Jun 11 2020  9;44AM;;1;D;NOMBRE1_78526157;92;9222;;0;0;1;0;1003;N;;;
78526165;NOMBRE_78526165;P;1;238;IDENTIFCR_78526165;Jun 16 2006 12;12:00:00 AM;Nov 8 2022  4;06:00:00 PM;;2;;;;;;;1;19;1600;S;N;COMENTARIO_78526165;0;NOMLAR_78526165;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78526165;;;0;82;;IDENTIFD_78526165;N;;;APELLIDOP_78526165;APELLIDOS_78526165;M;Sep 3 1982 12;12:00:00 AM;302;;S;;;;PA;2;;1;;;;A;;;NOMBRELAR_78526165;sa;pr00030;132;N;;;0;;S;;;;;;;;OTR;;;;Nov 8 2022  4;06:00:00 PM;;1;I;NOMBRE1_78526165;92;9204;;;0;1;0;304;N;;;;;
78526173;NOMBRE_78526173;P;1;180;IDENTIFCR_78526173;Jan 26 2001 12;12:00:00 AM;Jul 25 2011  3;07:00:00 PM;;2;;;;;;;1;23;1000;S;N;COMENTARIO_78526173;0;NOMLAR_78526173;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78526173;;;0;105;;IDENTIFD_78526173;N;;;APELLIDOP_78526173;APELLIDOS_78526173;M;Dec 13 1957 12;12:00:00 AM;102;;C;;;;PA;3;;1;;;;A;;CLIENTE PLANILLA SIN ACTUALIZAR POR NO TENER FINANZAS CON EL BANCO;NOMBRELAR_78526173;sa;mm32373;132;N;;;1;;S;;;;;;;;OTR;;;;Jul 25 2011  3;07:00:00 PM;;1;I;NOMBRE1_78526173;92;9299;;;0;1;0;;N;;;;;
