en_ente;en_nombre;en_subtipo;en_filial;en_oficina;en_ced_ruc;en_fecha_crea;en_fecha_mod;en_imagen;en_direccion;en_referencia;en_casilla;en_casilla_def;en_tipo_dp;en_balance;en_grupo;en_pais;en_oficial;en_actividad;en_retencion;en_mala_referencia;en_comentario;en_cont_malas;en_nomlar;en_patrimonio_tec;en_vinculacion;en_tipo_vinculacion;c_posicion;c_tipo_compania;c_rep_legal;c_activo;c_pasivo;c_es_grupo;c_capital_social;c_reserva_legal;c_fecha_const;c_nombre_completo;c_plazo;c_estatutos;c_direccion_domicilio;c_fecha_inscrp;c_objeto_social;c_fecha_aum_capital;c_rep_jud;c_rep_ex_jud;c_notaria;c_capital_inicial;c_num_acciones;c_cap_pagado;p_c_apellido;p_nit;p_carne_electoral;p_licencia;en_reg_fiscal;en_giro;p_dir;p_din;en_calificacion;c_tamano;s_tipo_soc_hecho;p_p_apellido;p_s_apellido;p_sexo;p_fecha_nac;p_profesion;p_pasaporte;p_estado_civil;p_num_cargas;p_nivel_ing;p_nivel_egr;p_tipo_persona;p_personal;p_propiedad;p_trabajo;p_soc_hecho;p_fecha_ingreso;p_fecha_expira;en_categoria;en_serv_adic;en_comen_adic;en_nombre_largo;en_usuario_crea;en_usuario_mod;en_oficina_mod;en_paga_iva;p_fecha_emision_cedula;p_fecha_expiracion_cedula;p_dependientes;p_oficio;en_domiciliado;c_folio;c_libro;p_carnet_res;p_carnet_min;p_partida_nac;p_fecha_emision_dui;p_fecha_vencimiento_dui;en_banca;p_emp_banc;p_representado;en_coment_act;en_fecha_act;en_nombre2;en_pais_nac;en_rango_ingresos;en_nombre1;en_tipo_segmento;en_segmento_negocio;en_afiliate_code;en_std_industry_code;en_glb_finance_cid;en_pais_residencia;en_base_number;en_ciudad_nac;en_perfil;;;;;;;;;
78528125;NOMBRE_78528125;P;1;122;IDENTIFCR_78528125;Apr 28 2017 12;12:00:00 AM;Aug 26 2019  3;56PM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528125;0;NOMLAR_78528125;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528125;;;0;105;;IDENTIFD_78528125;N;;;APELLIDOP_78528125;APELLIDOS_78528125;M;Apr 14 1993 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78528125;sa;jq42194;132;S;;;0;;S;;;;;;;;OTR;;;;Aug 26 2019  3;56PM;NOMBRE2_78528125;1;A;NOMBRE1_78528125;92;9299;;;0;1;0;0;N;;;;;
78528133;NOMBRE_78528133;P;1;122;IDENTIFCR_78528133;Feb 26 2012 12;12:00:00 AM;Sep 26 2022  1;51PM;;2;;;;;;;1;1;1600;S;N;;;NOMLAR_78528133;;;;N;4;;;;;;;;COMCOMP_78528133;;;;;;;;;;;;;;IDENTIFN_78528133;;;0;105;;IDENTIFD_78528133;N;;;APELLIDOP_78528133;APELLIDOS_78528133;M;Jan 2 1969 12;12:00:00 AM;106;;A;;;;PA;;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528133;;ni934884;132;S;;;0;;S;;;;;;;;OTR;;;;Sep 26 2022  1;51PM;NOMBRE2_78528133;1;A;NOMBRE1_78528133;92;9299;;;0;1;0;1003;N;;;;;
78528141;NOMBRE_78528141;P;1;238;IDENTIFCR_78528141;Oct 25 2005 12;12:00:00 AM;Jul 13 2012  4;46PM;;2;;;;;;;1;40;1000;S;N;COMENTARIO_78528141;0;NOMLAR_78528141;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528141;;;0;94;;IDENTIFD_78528141;N;;;APELLIDOP_78528141;APELLIDOS_78528141;M;Jul 30 1948 12;12:00:00 AM;2323;;C;;;;PA;1;;1;;;;A;;CLIENTE EN FIRMANTE DE LA CTA NO 190401010001272;NOMBRELAR_78528141;sa;jg55918;132;N;;;5;;S;;;;;;;;OTR;;;;Jul 13 2012  4;46PM;NOMBRE2_78528141;1;D;NOMBRE1_78528141;92;9221;;;0;1;0;;N;;;;;
78528150;NOMBRE_78528150;P;1;122;IDENTIFCR_78528150;Mar 21 2022 12;12:00:00 AM;Apr 22 2023  9;55AM;;2;;;;;;;1;1;1000;S;N;COMENTARIO_78528150;0;NOMLAR_78528150;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528150;;;0;118;;IDENTIFD_78528150;N;B&P;;APELLIDOP_78528150;APELLIDOS_78528150;M;Mar 29 1987 12;12:00:00 AM;302;;S;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528150;sa;ni934858;192;S;;;2;;S;;;;;;;;OTR;;;;Apr 22 2023  9;53AM;NOMBRE2_78528150;1;C;NOMBRE1_78528150;92;9299;;;0;1;0;801;N;;;;;
78528168;NOMBRE_78528168;P;1;122;IDENTIFCR_78528168;Dec 4 2024 12;12:00:00 AM;Dec 4 2024  9;10:00:00 AM;;2;;;;;;;1;1;1000;S;N;COMENTARIO_78528168;0;NOMLAR_78528168;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528168;;;;96;;IDENTIFD_78528168;N;;;APELLIDOP_78528168;APELLIDOS_78528168;M;May 24 1997 12;12:00:00 AM;200;;S;;;;PA;2;;1;;;;A;;;NOMBRELAR_78528168;sa;;;S;Sep 26 2018 12;12:00:00 AM;Sep 26 2028 12;12:00:00 AM;;;;;;;;;;;OTR;;;;;NOMBRE2_78528168;1;D;NOMBRE1_78528168;92;9299;;;0;1;0;1708;N;;;;
78528176;NOMBRE_78528176;P;1;182;IDENTIFCR_78528176;Jan 12 2010 12;12:00:00 AM;Dec 13 2010  8;50AM;;2;;;;;;;1;24;1000;S;N;COMENTARIO_78528176;0;NOMLAR_78528176;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528176;;;0;38;;IDENTIFD_78528176;N;;;APELLIDOP_78528176;APELLIDOS_78528176;M;Jan 9 1982 12;12:00:00 AM;92;;S;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528176;sa;ap38471;178;N;;;0;;S;;;;;;;;OTR;;;;Dec 13 2010  8;50AM;NOMBRE2_78528176;1;B;NOMBRE1_78528176;92;9299;;;0;1;0;;N;;;;;
78528184;NOMBRE_78528184;P;1;122;IDENTIFCR_78528184;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528184;;NOMLAR_78528184;;;;N;4;;;;;;;;COMCOMP_78528184;;;;;;;;;;;;;;IDENTIFN_78528184;;;;105;;IDENTIFD_78528184;N;;;APELLIDOP_78528184;APELLIDOS_78528184;M;Jul 30 1936 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78528184;;;;;;;0;;;;;;;;;;OTR;;;;;;;D;NOMBRE1_78528184;92;9204;;;0;1;0;;N;;;;;
78528192;NOMBRE_78528192;P;1;186;IDENTIFCR_78528192;Jul 9 2008 12;12:00:00 AM;Mar 31 2010  8;41PM;;2;;;;;;;21;17;1900;S;N;;0;NOMLAR_78528192;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528192;;;;105;;IDENTIFD_78528192;N;;;APELLIDOP_78528192;APELLIDOS_78528192;F;Dec 25 1941 12;12:00:00 AM;902;;N;;;;PA;;;1;;;Dec 31 2008 12;12:00:00 AM;A;;;NOMBRELAR_78528192;sa;;;N;;;0;;S;;;48162;;;;;OTR;;;;;NOMBRE2_78528192;;;NOMBRE1_78528192;92;9299;;;0;1;0;;N;;;;;
78528206;NOMBRE_78528206;P;1;198;IDENTIFCR_78528206;Apr 6 2022 12;12:00:00 AM;Jan 6 2025  1;46PM;;2;0;0;;;0;;1;218;1000;S;N;COMENTARIO_78528206;;NOMLAR_78528206;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528206;;;0;60;;IDENTIFD_78528206;N;COM;;APELLIDOP_78528206;APELLIDOS_78528206;M;Oct 25 1969 12;12:00:00 AM;2323;;S;;;;PA;1;0;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528206;yc84111;ni934742;132;S;;;2;;S;;;;;;;;OTR;;;;Jun 14 2022  2;27PM;NOMBRE2_78528206;1;A;NOMBRE1_78528206;92;9299;;;0;1;0;1003;N;;;;;
78528214;NOMBRE_78528214;P;1;122;IDENTIFCR_78528214;Feb 26 2012 12;12:00:00 AM;Mar 26 2024  8;16AM;;3;;;;;;;1;1;1000;S;N;COMENTARIO_78528214;;NOMLAR_78528214;;;;N;4;;;;;;;;COMCOMP_78528214;;;;;;;;;;;;;;IDENTIFN_78528214;;;0;53;;IDENTIFD_78528214;N;B&P;;APELLIDOP_78528214;APELLIDOS_78528214;M;Sep 19 1975 12;12:00:00 AM;1100;;S;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528214;;ni935163;132;S;;;4;;S;;;;;;;;OTR;;;;Mar 26 2024  8;16AM;NOMBRE2_78528214;1;C;NOMBRE1_78528214;92;9204;;;0;1;0;1003;N;;;;;
78528222;NOMBRE_78528222;P;1;122;IDENTIFCR_78528222;Nov 12 2013 12;12:00:00 AM;Aug 1 2016 12;12:00:00 AM;;2;;;;;;;1;18;1600;S;N;COMENTARIO_78528222;0;NOMLAR_78528222;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528222;;;0;39;;IDENTIFD_78528222;N;B&P;;APELLIDOP_78528222;APELLIDOS_78528222;M;Nov 8 1952 12;12:00:00 AM;100;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528222;sa;rc12311;132;S;;;2;;S;;;;;;;;OTR;;;;Jan 8 2014  8;48AM;NOMBRE2_78528222;1;G;NOMBRE1_78528222;92;9223;;;0;1;0;;N;;;;;
78528230;NOMBRE_78528230;P;1;122;IDENTIFCR_78528230;Feb 26 2012 12;12:00:00 AM;May 25 2017  9;08:00:00 AM;;2;;;;;;;1;15;1000;S;S;COMENTARIO_78528230;1;NOMLAR_78528230;;;;N;4;;;;;;;;COMCOMP_78528230;;;;;;;;;;;;;;IDENTIFN_78528230;;;0;82;;IDENTIFD_78528230;N;COM;;APELLIDOP_78528230;APELLIDOS_78528230;M;Dec 26 1966 12;12:00:00 AM;599;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528230;;sc06763;132;S;;;5;;S;;;;;;;;REG;;;;May 25 2017  9;08:00:00 AM;NOMBRE2_78528230;1;G;NOMBRE1_78528230;92;9221;;;0;1;0;;N;;;;;
78528249;NOMBRE_78528249;P;1;122;IDENTIFCR_78528249;May 8 2018 12;12:00:00 AM;May 8 2018 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528249;0;NOMLAR_78528249;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78528249;IDENTIFN_78528249;;;;105;;IDENTIFD_78528249;N;;;APELLIDOP_78528249;APELLIDOS_78528249;M;Feb 25 1997 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78528249;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78528249;;;NOMBRE1_78528249;92;9299;;;0;1;0;;N;;;;;;
78528257;NOMBRE_78528257;P;1;122;IDENTIFCR_78528257;May 23 2016 12;12:00:00 AM;May 23 2016 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528257;0;NOMLAR_78528257;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78528257;IDENTIFN_78528257;;;;105;;IDENTIFD_78528257;N;;;APELLIDOP_78528257;APELLIDOS_78528257;M;Nov 12 1977 12;12:00:00 AM;0;;S;;;;PA;;;;;;;A;;;NOMBRELAR_78528257;sa;;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78528257;;;NOMBRE1_78528257;92;9299;;;0;1;0;;N;;;;;;
78528265;NOMBRE_78528265;P;1;122;IDENTIFCR_78528265;Oct 4 2021 12;12:00:00 AM;Nov 20 2023  9;12:00:00 AM;;2;;;;;;;1;24;1000;S;N;COMENTARIO_78528265;0;NOMLAR_78528265;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528265;;;0;105;;IDENTIFD_78528265;N;;;APELLIDOP_78528265;APELLIDOS_78528265;M;Sep 15 1987 12;12:00:00 AM;110;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528265;sa;ni934884;132;S;;;0;;S;;;;;;;;OTR;;;;Nov 20 2023  9;12:00:00 AM;NOMBRE2_78528265;1;C;NOMBRE1_78528265;92;2444;;;0;1;0;1102;N;;;;;
78528273;NOMBRE_78528273;P;1;122;IDENTIFCR_78528273;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528273;;NOMLAR_78528273;;;;N;4;;;;;;;;COMCOMP_78528273;;;;;;;;;;;;;;IDENTIFN_78528273;;;;105;;IDENTIFD_78528273;N;;;APELLIDOP_78528273;APELLIDOS_78528273;M;Mar 13 1969 12;12:00:00 AM;0;;S;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78528273;;;;;;;0;;;;;;;;;;OTR;;;;;;;D;NOMBRE1_78528273;92;9299;;;0;1;0;;N;;;;;
78528281;NOMBRE_78528281;P;1;122;IDENTIFCR_78528281;Jul 13 2015 12;12:00:00 AM;Jan 5 2023  8;33AM;;2;;;;;;;1;1;1600;S;N;COMENTARIO_78528281;0;NOMLAR_78528281;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528281;;;0;66;;IDENTIFD_78528281;N;B&P;;APELLIDOP_78528281;APELLIDOS_78528281;M;May 15 1962 12;12:00:00 AM;801;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528281;sa;ni934882;192;S;Mar 21 2022 12;12:00:00 AM;Mar 21 2031 12;12:00:00 AM;3;;S;;;;;;;;OTR;;;;Jul 25 2022 10;01:00:00 AM;NOMBRE2_78528281;1;D;NOMBRE1_78528281;92;9222;;0;0;1;0;810;N;;;
78528290;NOMBRE_78528290;P;1;122;IDENTIFCR_78528290;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528290;;NOMLAR_78528290;;;;N;4;;;;;;;;COMCOMP_78528290;;;;;;;;;;;;;;IDENTIFN_78528290;;;;105;;IDENTIFD_78528290;N;;;APELLIDOP_78528290;APELLIDOS_78528290;M;Mar 2 1970 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78528290;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78528290;;D;NOMBRE1_78528290;92;9204;;;0;1;0;;N;;;;;
78528303;NOMBRE_78528303;P;1;122;IDENTIFCR_78528303;Apr 17 2012 12;12:00:00 AM;Apr 17 2012  4;32PM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528303;0;NOMLAR_78528303;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78528303;IDENTIFN_78528303;;;;105;;IDENTIFD_78528303;N;;;APELLIDOP_78528303;APELLIDOS_78528303;M;Mar 14 1985 12;12:00:00 AM;0;;C;;;;PA;;;1;;;;A;;;NOMBRELAR_78528303;sa;;;S;;;1;;;;;;;;;;OTR;;;;;NOMBRE2_78528303;;;NOMBRE1_78528303;92;9299;;;0;1;0;;N;;;;;;
78528311;NOMBRE_78528311;P;1;210;IDENTIFCR_78528311;Jun 3 2020 12;12:00:00 AM;Aug 30 2024  8;26AM;;2;0;0;;;0;;1;23;1600;S;N;COMENTARIO_78528311;;NOMLAR_78528311;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528311;;;0;82;;IDENTIFD_78528311;N;B&P;;APELLIDOP_78528311;APELLIDOS_78528311;M;Dec 12 1993 12;12:00:00 AM;1000;;C;;;;PA;1;0;1;;;;A;;CLIENTE ACTUALIZADO// POR RQ;NOMBRELAR_78528311;ni843610;ni934544;230;S;;;1;;S;;;;;;;;OTR;;;;Aug 30 2024  8;26AM;NOMBRE2_78528311;1;J;NOMBRE1_78528311;92;9222;;0;0;1;0;1003;N;;;;;
78528320;NOMBRE_78528320;P;1;132;IDENTIFCR_78528320;Jan 6 2021 12;12:00:00 AM;Jan 6 2021 11;36AM;;1;0;0;;;0;;1;0;0;S;N;;0;NOMLAR_78528320;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528320;;;0;0;;IDENTIFD_78528320;N;B&P;;APELLIDOP_78528320;APELLIDOS_78528320;M;Sep 10 1991 12;12:00:00 AM;0;;C;;;;PA;0;0;0;0;;;A;;SE CREO CIF POR TC ADICIONAL;NOMBRELAR_78528320;tg98161;tg98161;132;S;;;0;;S;;;;;;;;OTR;;;;Jan 6 2021 11;36AM;NOMBRE2_78528320;1;A;NOMBRE1_78528320;92;9299;;;0;1;0;0;N;;;;;
78528338;NOMBRE_78528338;P;1;180;IDENTIFCR_78528338;Apr 24 2001 12;12:00:00 AM;Mar 31 2010  7;58PM;;2;;;;;;;1;23;1600;S;N;COMENTARIO_78528338;0;NOMLAR_78528338;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528338;;;;105;;IDENTIFD_78528338;N;;;APELLIDOP_78528338;APELLIDOS_78528338;M;Nov 13 1965 12;12:00:00 AM;200;;C;;;;PA;3;;1;;;Jan 1 2050 12;12:00:00 AM;A;;;NOMBRELAR_78528338;sa;;;N;;;2;;S;;;;;;;;OTR;;;;;NOMBRE2_78528338;;I;NOMBRE1_78528338;92;9299;;;0;1;0;;N;;;;;
78528346;NOMBRE_78528346;P;1;122;IDENTIFCR_78528346;Apr 11 2017 12;12:00:00 AM;Mar 30 2023  4;25PM;;2;;;;;1;;1;22;1000;S;N;COMENTARIO_78528346;0;NOMLAR_78528346;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528346;;;0;61;;IDENTIFD_78528346;N;B&P;;APELLIDOP_78528346;APELLIDOS_78528346;M;Dec 28 1980 12;12:00:00 AM;1100;;S;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528346;sa;ni945756;182;S;;;2;;S;;;;;;;;OTR;;;;Mar 30 2023  4;13PM;NOMBRE2_78528346;1;E;NOMBRE1_78528346;92;9299;;;0;1;0;1003;N;;;;;
78528354;NOMBRE_78528354;P;1;122;IDENTIFCR_78528354;Mar 11 2023 12;12:00:00 AM;May 29 2024  1;23PM;;2;;;;;;;1;1;1000;S;N;COMENTARIO_78528354;0;NOMLAR_78528354;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528354;;;0;61;;IDENTIFD_78528354;N;COR;;APELLIDOP_78528354;APELLIDOS_78528354;M;Apr 1 1995 12;12:00:00 AM;102;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528354;sa;pr31839;132;S;Dec 5 2018 12;12:00:00 AM;Dec 5 2028 12;12:00:00 AM;0;;S;;;;;;;;OTR;;;;Jan 4 2024 11;33AM;NOMBRE2_78528354;1;C;NOMBRE1_78528354;92;9299;;;0;1;0;1003;N;;;
78528362;NOMBRE_78528362;P;1;122;IDENTIFCR_78528362;Jun 7 2017 12;12:00:00 AM;Mar 27 2023  3;35PM;;2;;;;;;;1;1;1600;S;N;COMENTARIO_78528362;0;NOMLAR_78528362;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528362;;;0;37;;IDENTIFD_78528362;N;B&P;;APELLIDOP_78528362;APELLIDOS_78528362;M;Oct 14 1995 12;12:00:00 AM;599;;S;;;;PA;1;;1;;;;A;;CLIENTE ES ACCIONISTA, REP. LEGAL, FIRMANTE Y MIEMBRO DE LA JUNTA DIRECTIVA DE GSM & ASOCIADOS S.A;NOMBRELAR_78528362;sa;ni934800;132;S;;;0;;S;;;;;;;;OTR;;;;Mar 27 2023 10;47AM;NOMBRE2_78528362;1;A;NOMBRE1_78528362;92;9299;;;0;1;0;1003;N;;;;;
78528370;NOMBRE_78528370;P;1;172;IDENTIFCR_78528370;Feb 21 1996 12;12:00:00 AM;Mar 31 2010  7;54PM;;3;;;;;;;1;22;1000;S;N;;0;NOMLAR_78528370;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528370;;;;105;;IDENTIFD_78528370;N;;;APELLIDOP_78528370;APELLIDOS_78528370;M;Jun 22 1938 12;12:00:00 AM;0;;C;;;;PA;3;;1;;;Dec 31 2008 12;12:00:00 AM;A;;;NOMBRELAR_78528370;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78528370;;;NOMBRE1_78528370;92;9299;;;0;1;0;;N;;;;;
78528389;NOMBRE_78528389;P;1;238;IDENTIFCR_78528389;Sep 22 2005 12;12:00:00 AM;Mar 31 2010  8;05:00:00 PM;;2;;;;;;;1;19;1000;S;N;COMENTARIO_78528389;0;NOMLAR_78528389;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528389;;;;105;;IDENTIFD_78528389;N;;;APELLIDOP_78528389;;M;May 8 1983 12;12:00:00 AM;101;;S;;;;PA;2;;1;;;Jan 1 2050 12;12:00:00 AM;A;;;NOMBRELAR_78528389;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78528389;;I;NOMBRE1_78528389;92;9299;;;0;1;0;;N;;;;;
78528397;NOMBRE_78528397;P;1;210;IDENTIFCR_78528397;Jul 2 2024 12;12:00:00 AM;Sep 17 2024  9;12:00:00 AM;;3;0;0;;;0;;38;18;1000;S;N;COMENTARIO_78528397;;NOMLAR_78528397;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528397;;;0;45;;IDENTIFD_78528397;N;B&P;;APELLIDOP_78528397;APELLIDOS_78528397;M;Aug 14 1999 12;12:00:00 AM;310;000000N13832426;C;;;;PA;1;0;1;1;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528397;ni934841;ni934841;210;S;;;1;;N;;;;;;;;ENR;;;;Sep 17 2024  9;12:00:00 AM;NOMBRE2_78528397;38;G;NOMBRE1_78528397;92;9299;;;0;1;0;1950;N;;;;;
78528400;NOMBRE_78528400;P;1;174;IDENTIFCR_78528400;Aug 14 2021 12;12:00:00 AM;Aug 24 2021  1;57PM;;2;0;0;;;0;;1;18;1600;S;N;COMENTARIO_78528400;;NOMLAR_78528400;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528400;;;0;66;;IDENTIFD_78528400;N;B&P;;APELLIDOP_78528400;APELLIDOS_78528400;M;Sep 26 1992 12;12:00:00 AM;196;;S;;;;PA;1;0;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528400;np22417;np22417;174;S;;;2;;S;;;;;;;;OTR;;;;Aug 24 2021  1;57PM;NOMBRE2_78528400;1;G;NOMBRE1_78528400;92;9299;;;0;1;0;1003;N;;;;;
78528419;NOMBRE_78528419;P;1;184;IDENTIFCR_78528419;Sep 7 2023 12;12:00:00 AM;Sep 25 2023  3;12:00:00 PM;;2;0;0;;;0;;1;55;1500;S;N;COMENTARIO_78528419;;NOMLAR_78528419;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528419;;;0;80;;IDENTIFD_78528419;N;B&P;;APELLIDOP_78528419;APELLIDOS_78528419;M;Feb 21 1996 12;12:00:00 AM;255;;S;;;;PA;1;0;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528419;ni935376;ni934884;132;S;;;0;;S;;;;;;;;OTR;;;;Sep 25 2023  3;12:00:00 PM;NOMBRE2_78528419;1;E;NOMBRE1_78528419;92;9299;;;0;1;0;504;N;;;;;
78528427;NOMBRE_78528427;P;1;122;IDENTIFCR_78528427;Feb 26 2012 12;12:00:00 AM;Nov 6 2016 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528427;;NOMLAR_78528427;;;;N;4;;;;;;;;COMCOMP_78528427;;;;;;;;;;;;;;IDENTIFN_78528427;;;;105;;IDENTIFD_78528427;N;;;APELLIDOP_78528427;APELLIDOS_78528427;M;Oct 20 1972 12;12:00:00 AM;0;;S;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78528427;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78528427;;B;NOMBRE1_78528427;92;9299;;;0;1;0;;N;;;;;
78528435;NOMBRE_78528435;P;1;122;IDENTIFCR_78528435;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78528435;;NOMLAR_78528435;;;;N;4;;;;;;;;COMCOMP_78528435;;;;;;;;;;;;;;IDENTIFN_78528435;;;;105;;IDENTIFD_78528435;N;;;APELLIDOP_78528435;APELLIDOS_78528435;F;Jan 1 1900 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78528435;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78528435;;A;NOMBRE1_78528435;92;9299;;;0;1;0;;N;;;;;
78528443;NOMBRE_78528443;P;1;122;IDENTIFCR_78528443;Feb 6 2023 12;12:00:00 AM;Feb 6 2023  9;14PM;;2;;;;;;;1;1;1000;S;N;COMENTARIO_78528443;0;NOMLAR_78528443;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78528443;IDENTIFN_78528443;;;;108;;IDENTIFD_78528443;N;;;APELLIDOP_78528443;APELLIDOS_78528443;M;Jul 2 1998 12;12:00:00 AM;123;;S;;;;PA;2;;1;;;;A;;;NOMBRELAR_78528443;sa;;;S;Jul 30 2018 12;12:00:00 AM;Jul 30 2028 12;12:00:00 AM;;;;;;;;;;;OTR;;;;;NOMBRE2_78528443;1;B;NOMBRE1_78528443;92;9299;;;0;1;0;1003;N;;;;
78528451;NOMBRE_78528451;P;1;202;IDENTIFCR_78528451;Dec 22 2011 12;12:00:00 AM;Nov 21 2023  9;50AM;;2;0;0;;;0;;1;56;1600;S;N;COMENTARIO_78528451;0;NOMLAR_78528451;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528451;;;0;72;;IDENTIFD_78528451;N;B&P;;APELLIDOP_78528451;APELLIDOS_78528451;M;Mar 2 1979 12;12:00:00 AM;1000;;S;;;;PA;1;0;1;0;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528451;wc90729;ni935235;132;S;;;1;;S;;;;;;;;OTR;;;;Nov 21 2023  9;50AM;NOMBRE2_78528451;15;G;NOMBRE1_78528451;92;9250;;0;16777996;1;0;9813;N;;;;;
78528460;NOMBRE_78528460;P;1;122;IDENTIFCR_78528460;Sep 2 2021 12;12:00:00 AM;Oct 28 2024 10;16AM;;2;;;;;;;15;46;1500;S;N;COMENTARIO_78528460;0;NOMLAR_78528460;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78528460;;;0;54;;IDENTIFD_78528460;N;B&P;;APELLIDOP_78528460;APELLIDOS_78528460;M;Mar 31 1977 12;12:00:00 AM;933;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78528460;sa;ni935273;210;S;;;0;;S;;;;;;;;OTR;;;;Oct 28 2024 10;16AM;;15;F;NOMBRE1_78528460;92;9299;;;0;1;0;9813;N;;;;;
